Orden de Venta,Creacion Orden de Venta,Codigo Cliente,Articulo,Cantidad,Unidad de venta,Segmento Cliente
ABC080206,2023-06-01,40A32FC2,IVP11253,114,L,Distribuidor
ABC080206,2023-06-01,40A32FC2,IVP11252,85,L,Distribuidor
ABC080206,2023-06-01,40A32FC2,IVP11091,57,L,Distribuidor
ABC080207,2023-06-01,DD2BF499,IVP08003,4,KG,Metal Mecanica
ABC080208,2023-06-01,9B105B63,IVP11586,600,L,Minas
ABC080202,2023-06-01,C7045DDB,IVP07445,2160,KG,Aceros
ABC080209,2023-06-01,51CD51AF,IVP07529,27,KG,Aceros
ABC080248,2023-06-02,D3F3041A,IVP07105,162,KG,Minas
ABC080250,2023-06-02,DA89EB02,IVP04009,18,PZA,Aceros
ABC080251,2023-06-02,C7045DDB,IVP07169,108,KG,Aceros
ABC080253,2023-06-02,51CD51AF,IVP04009,3,PZA,Aceros
ABC080252,2023-06-02,4751901F,IVP11430,570,L,Automotriz
ABC080247,2023-06-02,4D8CDE44,IVP07446,216,KG,Distribuidor
ABC080253,2023-06-02,51CD51AF,IVP10002,3,PZA,Aceros
ABC080254,2023-06-02,7F9F936E,IVP07378,270,KG,Ferrocarriles
ABC080255,2023-06-02,7F9F936E,IVP07378,270,KG,Ferrocarriles
ABC080256,2023-06-02,7F9F936E,IVP07378,459,KG,Ferrocarriles
ABC080252,2023-06-02,4751901F,IVP11430,570,L,Automotriz
ABC080246,2023-06-02,E14A24B6,IVP15064,113,L,Polimeros
ABC080242,2023-06-02,7506A90E,IVP11028,85,L,Distribuidor
ABC080244,2023-06-02,15A3EA0A,IVP01020,3,PZA,Genericos
ABC080244,2023-06-02,15A3EA0A,IVP04039,54,PZA,Genericos
ABC080243,2023-06-02,CCAFF847,IVP07165,54,KG,Distribuidor
ABC080241,2023-06-02,3F73A5EA,IVP04039,9,PZA,Genericos
ABC080240,2023-06-02,7506A90E,IVP11028,85,L,Distribuidor
ABC080239,2023-06-02,E487E34E,IVP11213,28,L,Cemento
ABC080238,2023-06-02,8ED3573A,IVP08040,60,KG,Cemento
ABC080237,2023-06-02,12558C43,IVP07207,810,KG,Aceros
ABC080235,2023-06-02,3640B913,IVP07165,27,KG,Alimentos y farmaceutica
ABC080234,2023-06-02,3F73A5EA,IVP04039,4,PZA,Genericos
ABC080233,2023-06-02,A760F354,IVP04039,75,PZA,Genericos
ABC080232,2023-06-02,9E0A6930,IVP11060,28,L,Metal Mecanica
ABC080231,2023-06-02,44C68EED,IVP07035,270,KG,Aceros
ABC080257,2023-06-02,B6E4AC9F,IVP07405,81,KG,Automotriz
ABC080245,2023-06-02,473B25D0,IVP04039,9,PZA,Genericos
ABC080236,2023-06-02,82D9B2C9,IVP15125,7,KG,Distribuidor
ABC080235,2023-06-02,3640B913,IVP11356,60,L,Alimentos y farmaceutica
ABC080260,2023-06-05,2C005B51,IVP07382,54,KG,Distribuidor
ABC080267,2023-06-05,F2852A0D,IVP11068,600,L,Aceros
ABC080267,2023-06-05,F2852A0D,IVP07341,540,KG,Aceros
ABC080267,2023-06-05,F2852A0D,IVP07341,540,KG,Aceros
ABC080267,2023-06-05,F2852A0D,IVP11085,600,L,Aceros
ABC080267,2023-06-05,F2852A0D,IVP11085,600,L,Aceros
ABC080268,2023-06-05,90E8453B,IVP11348,85,L,Distribuidor
ABC080268,2023-06-05,90E8453B,IVP11115,114,L,Distribuidor
ABC080268,2023-06-05,90E8453B,IVP11047,28,L,Distribuidor
ABC080268,2023-06-05,90E8453B,IVP07165,270,KG,Distribuidor
ABC080269,2023-06-05,CC67E3C2,IVP07156,54,KG,Cemento
ABC080270,2023-06-05,93FC0BC6,IVP07452,3,KG,Minas
ABC080271,2023-06-05,00911E4B,IVP07390,1,KG,Metal Mecanica
ABC080271,2023-06-05,00911E4B,IVP11086,1,L,Metal Mecanica
ABC080274,2023-06-05,DA89EB02,IVP11055,900,L,Aceros
ABC080275,2023-06-05,7F00B89D,IVP07497,18,PZA,Metal Mecanica
ABC080276,2023-06-05,A4CA4EA5,IVP07294,810,KG,Aceros
ABC080277,2023-06-05,325E1F1A,IVP07145,1350,KG,Aceros
ABC080260,2023-06-05,2C005B51,IVP11280,57,L,Distribuidor
ABC080267,2023-06-05,F2852A0D,IVP11068,600,L,Aceros
ABC080267,2023-06-05,F2852A0D,IVP11065,1200,L,Aceros
ABC080260,2023-06-05,2C005B51,IVP07480,36,PZA,Distribuidor
ABC080266,2023-06-05,856D8515,IVP07265,6,KG,Distribuidor
ABC080260,2023-06-05,2C005B51,IVP07382,54,KG,Distribuidor
ABC080267,2023-06-05,F2852A0D,IVP11065,1200,L,Aceros
ABC080260,2023-06-05,2C005B51,IVP07331,1350,KG,Distribuidor
ABC080260,2023-06-05,2C005B51,IVP07331,1350,KG,Distribuidor
ABC080260,2023-06-05,2C005B51,IVP07331,270,KG,Distribuidor
ABC080260,2023-06-05,2C005B51,IVP07331,270,KG,Distribuidor
ABC080260,2023-06-05,2C005B51,IVP07480,36,PZA,Distribuidor
ABC080259,2023-06-05,044600D2,IVP11503,600,L,Distribuidor
ABC080258,2023-06-05,4D8CDE44,IVP07244,54,KG,Distribuidor
ABC080260,2023-06-05,2C005B51,IVP11280,57,L,Distribuidor
ABC080260,2023-06-05,2C005B51,IVP07134,27,KG,Distribuidor
ABC080260,2023-06-05,2C005B51,IVP07134,27,KG,Distribuidor
ABC080262,2023-06-05,A8FAB560,IVP07165,27,KG,Distribuidor
ABC080262,2023-06-05,A8FAB560,IVP11262,57,L,Distribuidor
ABC080262,2023-06-05,A8FAB560,IVP11159,28,L,Distribuidor
ABC080262,2023-06-05,A8FAB560,IVP11158,28,L,Distribuidor
ABC080263,2023-06-05,9E79B253,IVP11026,114,L,Distribuidor
ABC080258,2023-06-05,4D8CDE44,IVP11080,300,L,Distribuidor
ABC080264,2023-06-05,6B97EFF1,IVP11519,85,L,Metal Mecanica
ABC080265,2023-06-05,AAC34CAA,IVP15034,300,KG,Polimeros
ABC080303,2023-06-06,3AAD429A,IVP07412,18,PZA,Distribuidor
ABC080303,2023-06-06,3AAD429A,IVP11162,28,L,Distribuidor
ABC080303,2023-06-06,3AAD429A,IVP11159,57,L,Distribuidor
ABC080300,2023-06-06,7F92C6D6,IVP07294,27,KG,Minas
ABC080301,2023-06-06,2618C5D0,IVP04001,18,PZA,Aceros
ABC080305,2023-06-06,CCAFF847,IVP07165,27,KG,Distribuidor
ABC080302,2023-06-06,2F7E15C6,IVP11141,60,L,Aceros
ABC080305,2023-06-06,CCAFF847,IVP07331,270,KG,Distribuidor
ABC080296,2023-06-06,29F835B5,IVP07077,18,PZA,Alimentos y farmaceutica
ABC080307,2023-06-06,EDD2371F,IVP09009,1080,KG,Metal Mecanica
ABC080307,2023-06-06,EDD2371F,IVP09028,810,KG,Metal Mecanica
ABC080308,2023-06-06,EDD2371F,IVP09031,600,KG,Metal Mecanica
ABC080309,2023-06-06,054FD593,IVP15060,1500,KG,Automotriz
ABC080310,2023-06-06,648FD157,IVP11501,114,L,Metal Mecanica
ABC080311,2023-06-06,648FD157,IVP07214,54,KG,Metal Mecanica
ABC080296,2023-06-06,29F835B5,IVP07483,36,PZA,Alimentos y farmaceutica
ABC080299,2023-06-06,55B3EB6B,IVP08003,27,KG,Metal Mecanica
ABC080306,2023-06-06,EDD2371F,IVP09022,300,L,Metal Mecanica
ABC080298,2023-06-06,1514990B,IVP11576,150,L,Alimentos y farmaceutica
ABC080304,2023-06-06,AE108937,IVP08058,24,KG,Metal Mecanica
ABC080294,2023-06-06,DD02E65E,IVP04009,36,PZA,Polimeros
ABC080281,2023-06-06,3F73A5EA,IVP04039,4,PZA,Genericos
ABC080280,2023-06-06,5C8A288C,IVP07165,18,PZA,Metal Mecanica
ABC080279,2023-06-06,6DFF5248,IVP10025,60,KG,Metal Mecanica
ABC080283,2023-06-06,3F73A5EA,IVP11694,4,PZA,Genericos
ABC080283,2023-06-06,3F73A5EA,IVP04039,18,PZA,Genericos
ABC080284,2023-06-06,A8FAB560,IVP11253,85,L,Distribuidor
ABC080285,2023-06-06,3F73A5EA,IVP04039,3,PZA,Genericos
ABC080297,2023-06-06,8469C5A3,IVP08016,60,KG,Alimentos y farmaceutica
ABC080286,2023-06-06,3F73A5EA,IVP04039,18,PZA,Genericos
ABC080285,2023-06-06,3F73A5EA,IVP01020,1,PZA,Genericos
ABC080288,2023-06-06,3D41483E,IVP11710,28,L,Alimentos y farmaceutica
ABC080289,2023-06-06,71C9A747,IVP11717,28,L,Minas
ABC080282,2023-06-06,473B25D0,IVP11694,1,PZA,Genericos
ABC080290,2023-06-06,2DBC1BCC,IVP11576,900,L,Alimentos y farmaceutica
ABC080291,2023-06-06,728200A1,IVP11576,450,L,Alimentos y farmaceutica
ABC080292,2023-06-06,B678967B,IVP07050,27,KG,Genericos
ABC080292,2023-06-06,B678967B,IVP10009,30,KG,Genericos
ABC080292,2023-06-06,B678967B,IVP10009,6,KG,Genericos
ABC080293,2023-06-06,0209D777,IVP07330,270,KG,Aceros
ABC080287,2023-06-06,A760F354,IVP04039,1,PZA,Genericos
ABC080339,2023-06-07,F6F39D95,IVP11670,1500,L,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP07269,810,KG,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP11028,600,L,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP11432,1500,L,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP07503,540,KG,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP07225,270,KG,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP07324,540,KG,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP07463,540,KG,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP07480,2700,KG,Subsidiarias
ABC080316,2023-06-07,29F835B5,IVP08020,6,KG,Alimentos y farmaceutica
ABC080339,2023-06-07,F6F39D95,IVP07239,540,KG,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP11399,342,L,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP11503,1500,L,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP07608,2160,KG,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP11049,684,L,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP11115,600,L,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP11262,300,L,Subsidiarias
ABC080347,2023-06-07,A319D1B7,IVP07303,27,KG,Aceros
ABC080346,2023-06-07,A319D1B7,IVP07482,18,KG,Aceros
ABC080345,2023-06-07,A319D1B7,IVP10002,36,PZA,Aceros
ABC080344,2023-06-07,E104403C,IVP07448,27,KG,Metal Mecanica
ABC080343,2023-06-07,101E74DD,IVP11479,57,L,Metal Mecanica
ABC080343,2023-06-07,101E74DD,IVP10025,120,KG,Metal Mecanica
ABC080342,2023-06-07,78E7AA1B,IVP11253,300,L,Distribuidor
ABC080341,2023-06-07,BFCC788E,IVP10025,90,KG,Metal Mecanica
ABC080341,2023-06-07,BFCC788E,IVP10025,90,KG,Metal Mecanica
ABC080340,2023-06-07,78984510,IVP04039,135,PZA,
ABC080339,2023-06-07,F6F39D95,IVP07076,54,KG,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP07477,54,KG,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP11280,1500,L,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP07114,270,KG,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP11482,300,L,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP11562,342,L,Subsidiarias
ABC080339,2023-06-07,F6F39D95,IVP11068,300,L,Subsidiarias
ABC080332,2023-06-07,D88189A2,IVP11346,270,KG,Distribuidor
ABC080338,2023-06-07,759A7216,IVP11162,3,L,Alimentos y farmaceutica
ABC080324,2023-06-07,41B89FCE,IVP07201,54,PZA,Distribuidor
ABC080324,2023-06-07,41B89FCE,IVP07556,1,KG,Distribuidor
ABC080324,2023-06-07,41B89FCE,IVP11521,3,L,Distribuidor
ABC080324,2023-06-07,41B89FCE,IVP11521,1,L,Distribuidor
ABC080323,2023-06-07,12558C43,IVP07207,810,KG,Aceros
ABC080322,2023-06-07,B678967B,IVP07247,1,KG,Genericos
ABC080321,2023-06-07,473B25D0,IVP04039,18,PZA,Genericos
ABC080320,2023-06-07,3FEC5B6E,IVP11479,600,L,Metal Mecanica
ABC080319,2023-06-07,74A1EBD4,IVP07157,270,KG,Aceros
ABC080318,2023-06-07,044600D2,IVP07042,7,KG,Distribuidor
ABC080317,2023-06-07,BD1F7FCF,IVP11694,4,PZA,Genericos
ABC080314,2023-06-07,9450D4F7,IVP11087,300,L,Intercompanias
ABC080314,2023-06-07,9450D4F7,IVP11087,300,L,Intercompanias
ABC080313,2023-06-07,A760F354,IVP15212,30,KG,Genericos
ABC080312,2023-06-07,7506A90E,IVP11158,57,L,Distribuidor
ABC080312,2023-06-07,7506A90E,IVP07201,54,KG,Distribuidor
ABC080338,2023-06-07,759A7216,IVP11082,3,L,Alimentos y farmaceutica
ABC080325,2023-06-07,18F3A3BB,IVP07331,1,KG,Alimentos y farmaceutica
ABC080326,2023-06-07,A760F354,IVP04039,1,PZA,Genericos
ABC080330,2023-06-07,7EFC39AE,IVP08003,60,KG,Aceros
ABC080328,2023-06-07,5E88DBFE,IVP15107,120,KG,Automotriz
ABC080327,2023-06-07,531D4906,IVP15513,56,L,Polimeros
ABC080337,2023-06-07,3F73A5EA,IVP11694,1,PZA,Genericos
ABC080336,2023-06-07,E4AE17A8,IVP15042,300,KG,Polimeros
ABC080335,2023-06-07,7506A90E,IVP07201,135,KG,Distribuidor
ABC080334,2023-06-07,7506A90E,IVP07201,27,KG,Distribuidor
ABC080334,2023-06-07,7506A90E,IVP11048,28,L,Distribuidor
ABC080332,2023-06-07,D88189A2,IVP11346,270,KG,Distribuidor
ABC080332,2023-06-07,D88189A2,IVP11346,540,KG,Distribuidor
ABC080333,2023-06-07,E4AE17A8,IVP15042,300,KG,Polimeros
ABC080332,2023-06-07,D88189A2,IVP11346,540,KG,Distribuidor
ABC080332,2023-06-07,D88189A2,IVP11346,540,KG,Distribuidor
ABC080332,2023-06-07,D88189A2,IVP11346,810,KG,Distribuidor
ABC080332,2023-06-07,D88189A2,IVP11346,810,KG,Distribuidor
ABC080331,2023-06-07,D88189A2,IVP11346,270,KG,Distribuidor
ABC080331,2023-06-07,D88189A2,IVP11346,540,KG,Distribuidor
ABC080331,2023-06-07,D88189A2,IVP11346,810,KG,Distribuidor
ABC080329,2023-06-07,728200A1,IVP11576,150,L,Alimentos y farmaceutica
ABC080332,2023-06-07,D88189A2,IVP11346,540,KG,Distribuidor
ABC080356,2023-06-08,2AB7B3A9,IVP07412,216,KG,Metal Mecanica
ABC080361,2023-06-08,E0EA2123,IVP07306,270,KG,Aceros
ABC080360,2023-06-08,E0EA2123,IVP08007,30,KG,Aceros
ABC080359,2023-06-08,E099D90D,IVP08056,120,KG,Metal Mecanica
ABC080357,2023-06-08,5C2E9442,IVP04001,18,PZA,Aceros
ABC080357,2023-06-08,5C2E9442,IVP07384,270,KG,Aceros
ABC080355,2023-06-08,2BCBD4C5,IVP04022,18,PZA,Genericos
ABC080358,2023-06-08,D3F3041A,IVP11282,600,L,Minas
ABC080353,2023-06-08,A760F354,IVP04039,72,PZA,Genericos
ABC080354,2023-06-08,12558C43,IVP07229,540,KG,Aceros
ABC080348,2023-06-08,A319D1B7,IVP11092,57,L,Aceros
ABC080348,2023-06-08,A319D1B7,IVP11090,85,L,Aceros
ABC080349,2023-06-08,A319D1B7,IVP07378,1,KG,Aceros
ABC080350,2023-06-08,A760F354,IVP04039,13,PZA,Genericos
ABC080351,2023-06-08,856D8515,IVP11169,3,L,Distribuidor
ABC080352,2023-06-08,1C46A863,IVP04009,18,PZA,Alimentos y farmaceutica
ABC080348,2023-06-08,A319D1B7,IVP11050,1,L,Aceros
ABC080386,2023-06-09,B678967B,IVP07159,27,KG,Genericos
ABC080386,2023-06-09,B678967B,IVP07159,27,KG,Genericos
ABC080386,2023-06-09,B678967B,IVP11588,28,L,Genericos
ABC080386,2023-06-09,B678967B,IVP11258,28,L,Genericos
ABC080386,2023-06-09,B678967B,IVP11258,28,L,Genericos
ABC080385,2023-06-09,018C4FFA,IVP07267,1,KG,Metal Mecanica
ABC080384,2023-06-09,8C3140C7,IVP11081,57,L,Metal Mecanica
ABC080383,2023-06-09,12CFC727,IVP15125,240,KG,Automotriz
ABC080381,2023-06-09,F647A81C,IVP11586,300,L,Minas
ABC080380,2023-06-09,E099D90D,IVP08056,30,KG,Metal Mecanica
ABC080379,2023-06-09,EB2EE452,IVP07169,27,KG,Aceros
ABC080378,2023-06-09,EB2EE452,IVP07169,108,KG,Aceros
ABC080376,2023-06-09,ED757560,IVP11586,3,L,Minas
ABC080373,2023-06-09,CB59CB54,IVP11158,142,L,Alimentos y farmaceutica
ABC080372,2023-06-09,3B1E32AA,IVP08056,150,KG,Metal Mecanica
ABC080371,2023-06-09,9D9A62E2,IVP10025,300,KG,Metal Mecanica
ABC080370,2023-06-09,904F9287,IVP11694,1,PZA,Genericos
ABC080369,2023-06-09,6B97EFF1,IVP11519,85,L,Metal Mecanica
ABC080367,2023-06-09,44C68EED,IVP07145,270,KG,Aceros
ABC080366,2023-06-09,ADF40CBE,IVP07499,1620,KG,Aceros
ABC080365,2023-06-09,A760F354,IVP04039,90,PZA,Genericos
ABC080364,2023-06-09,868EDF5E,IVP11633,2400,L,Genericos
ABC080363,2023-06-09,394D49E5,IVP07225,108,KG,Alimentos y farmaceutica
ABC080362,2023-06-09,A319D1B7,IVP10009,30,KG,Aceros
ABC080377,2023-06-09,EB2EE452,IVP07169,162,KG,Aceros
ABC080373,2023-06-09,CB59CB54,IVP11158,285,L,Alimentos y farmaceutica
ABC080386,2023-06-09,B678967B,IVP11588,28,L,Genericos
ABC080387,2023-06-10,F323F434,IVP07309,72,PZA,Distribuidor
ABC080388,2023-06-10,70B8D9E9,IVP04039,36,PZA,Genericos
ABC080388,2023-06-10,70B8D9E9,IVP04039,36,PZA,Genericos
ABC080388,2023-06-10,70B8D9E9,IVP04039,36,PZA,Genericos
ABC080388,2023-06-10,70B8D9E9,IVP04039,36,PZA,Genericos
ABC080405,2023-06-12,90E8453B,IVP11159,570,L,Distribuidor
ABC080389,2023-06-12,D642EF3F,IVP13011,405,L,Metal Mecanica
ABC080390,2023-06-12,3F73A5EA,IVP04039,3,PZA,Genericos
ABC080390,2023-06-12,3F73A5EA,IVP11694,1,PZA,Genericos
ABC080391,2023-06-12,044600D2,IVP07165,270,KG,Distribuidor
ABC080392,2023-06-12,044600D2,IVP07331,81,KG,Distribuidor
ABC080392,2023-06-12,044600D2,IVP07331,81,KG,Distribuidor
ABC080392,2023-06-12,044600D2,IVP07480,81,KG,Distribuidor
ABC080392,2023-06-12,044600D2,IVP07480,81,KG,Distribuidor
ABC080392,2023-06-12,044600D2,IVP11611,142,L,Distribuidor
ABC080392,2023-06-12,044600D2,IVP11611,142,L,Distribuidor
ABC080394,2023-06-12,044600D2,IVP07412,135,KG,Distribuidor
ABC080394,2023-06-12,044600D2,IVP11253,171,L,Distribuidor
ABC080403,2023-06-12,5E88DBFE,IVP10002,1,PZA,Automotriz
ABC080396,2023-06-12,F76252D2,IVP15513,108,PZA,Polimeros
ABC080396,2023-06-12,F76252D2,IVP15513,108,PZA,Polimeros
ABC080397,2023-06-12,A760F354,IVP04039,3,PZA,Genericos
ABC080398,2023-06-12,50127BB0,IVP07452,1,KG,Carton y Papel
ABC080399,2023-06-12,14828BE4,IVP11533,1500,L,Metal Mecanica
ABC080401,2023-06-12,39348C20,IVP11576,150,L,Alimentos y farmaceutica
ABC080402,2023-06-12,6B8C369C,IVP07452,27,KG,Minas
ABC080404,2023-06-12,3258D1F9,IVP11217,28,L,Alimentos y farmaceutica
ABC080400,2023-06-12,5C8A288C,IVP04022,1,PZA,Metal Mecanica
ABC080393,2023-06-12,1514990B,IVP11576,150,L,Alimentos y farmaceutica
ABC080424,2023-06-12,EDD2371F,IVP09028,270,KG,Metal Mecanica
ABC080395,2023-06-12,47EC6497,IVP08031,300,KG,Aceros
ABC080424,2023-06-12,EDD2371F,IVP09009,2430,KG,Metal Mecanica
ABC080407,2023-06-12,3F73A5EA,IVP04039,1,PZA,Genericos
ABC080408,2023-06-12,8E948DF7,IVP11060,600,L,Distribuidor
ABC080409,2023-06-12,8E948DF7,IVP07165,18,PZA,Distribuidor
ABC080409,2023-06-12,8E948DF7,IVP11136,342,L,Distribuidor
ABC080409,2023-06-12,8E948DF7,IVP11137,342,L,Distribuidor
ABC080409,2023-06-12,8E948DF7,IVP04009,18,PZA,Distribuidor
ABC080411,2023-06-12,92822ED0,IVP11046,312,L,Ceramica
ABC080412,2023-06-12,86CE7EC3,IVP07445,540,KG,Aceros
ABC080413,2023-06-12,B0F4660C,IVP07254,36,PZA,Alimentos y farmaceutica
ABC080412,2023-06-12,86CE7EC3,IVP07229,540,KG,Aceros
ABC080406,2023-06-12,8E948DF7,IVP07165,189,KG,Distribuidor
ABC080406,2023-06-12,8E948DF7,IVP07165,54,PZA,Distribuidor
ABC080406,2023-06-12,8E948DF7,IVP07267,27,KG,Distribuidor
ABC080423,2023-06-12,14B242C4,IVP07258,270,KG,Cemento
ABC080422,2023-06-12,51CD51AF,IVP07131,120,KG,Aceros
ABC080414,2023-06-12,ED757560,IVP11063,600,L,Minas
ABC080421,2023-06-12,D0B40618,IVP08031,6,KG,Metal Mecanica
ABC080419,2023-06-12,51CD51AF,IVP07169,540,KG,Aceros
ABC080418,2023-06-12,054FD593,IVP15060,1500,KG,Automotriz
ABC080420,2023-06-12,ADF40CBE,IVP07306,81,KG,Aceros
ABC080441,2023-06-13,51CD51AF,IVP07426,54,KG,Aceros
ABC080442,2023-06-13,875B06ED,IVP09024,285,KG,Metal Mecanica
ABC080444,2023-06-13,AA88ACB9,IVP15087,54,PZA,Polimeros
ABC080445,2023-06-13,417B00AA,IVP14056,27,KG,Automotriz
ABC080425,2023-06-13,14B242C4,IVP07258,270,KG,Cemento
ABC080447,2023-06-13,B771CA80,IVP07197,270,KG,Carton y Papel
ABC080448,2023-06-13,D4C576EB,IVP15023,180,KG,Subsidiarias
ABC080449,2023-06-13,60E506F5,IVP07137,270,KG,Cemento
ABC080450,2023-06-13,1C110892,IVP07099,7560,KG,Aceros
ABC080440,2023-06-13,5693D56B,IVP07159,270,KG,Aceros
ABC080446,2023-06-13,3DBAC1AF,IVP07294,270,KG,Minas
ABC080439,2023-06-13,2DBC1BCC,IVP99073,1,PZA,Alimentos y farmaceutica
ABC080433,2023-06-13,F647A81C,IVP11586,1500,L,Minas
ABC080437,2023-06-13,15394AF7,IVP07165,27,KG,Alimentos y farmaceutica
ABC080438,2023-06-13,A760F354,IVP04039,36,PZA,Genericos
ABC080426,2023-06-13,74A1EBD4,IVP07215,540,KG,Aceros
ABC080426,2023-06-13,74A1EBD4,IVP07215,540,KG,Aceros
ABC080428,2023-06-13,044600D2,IVP07165,810,KG,Distribuidor
ABC080430,2023-06-13,F323F434,IVP07114,7,KG,Distribuidor
ABC080430,2023-06-13,F323F434,IVP07309,72,PZA,Distribuidor
ABC080429,2023-06-13,7F92C6D6,IVP07361,3,KG,Minas
ABC080431,2023-06-13,A8FAB560,IVP04014,18,PZA,Distribuidor
ABC080431,2023-06-13,A8FAB560,IVP11262,28,L,Distribuidor
ABC080432,2023-06-13,70B8D9E9,IVP04039,36,PZA,Genericos
ABC080434,2023-06-13,8E948DF7,IVP15087,1,PZA,Distribuidor
ABC080435,2023-06-13,A760F354,IVP04039,4,PZA,Genericos
ABC080436,2023-06-13,7F92C6D6,IVP11717,57,L,Minas
ABC080431,2023-06-13,A8FAB560,IVP11275,28,L,Distribuidor
ABC080470,2023-06-14,7389C17B,IVP07165,27,KG,Alimentos y farmaceutica
ABC080471,2023-06-14,289DADDB,IVP04039,36,PZA,Genericos
ABC080477,2023-06-14,8ED3573A,IVP08040,60,KG,Cemento
ABC080474,2023-06-14,DBB33E7E,IVP11479,900,L,Metal Mecanica
ABC080474,2023-06-14,DBB33E7E,IVP11479,900,L,Metal Mecanica
ABC080474,2023-06-14,DBB33E7E,IVP10032,300,KG,Metal Mecanica
ABC080474,2023-06-14,DBB33E7E,IVP10032,300,KG,Metal Mecanica
ABC080475,2023-06-14,9F546608,IVP07131,27,KG,Quimica y Petroquimica
ABC080476,2023-06-14,BFCC788E,IVP10025,180,KG,Metal Mecanica
ABC080473,2023-06-14,1DA3AE5E,IVP07159,810,KG,Aceros
ABC080469,2023-06-14,7C543F43,IVP07292,27,KG,Distribuidor
ABC080467,2023-06-14,12558C43,IVP07207,810,KG,Aceros
ABC080467,2023-06-14,12558C43,IVP07410,810,KG,Aceros
ABC080453,2023-06-14,E7805F4D,IVP07131,1080,KG,Aceros
ABC080468,2023-06-14,3D41483E,IVP07331,162,KG,Alimentos y farmaceutica
ABC080452,2023-06-14,08F7F555,IVP11603,7,L,Alimentos y farmaceutica
ABC080451,2023-06-14,352197CE,IVP15125,30,KG,Polimeros
ABC080454,2023-06-14,77279393,IVP11187,300,L,
ABC080457,2023-06-14,FAE39928,IVP07294,2400,KG,Minas
ABC080458,2023-06-14,FAE39928,IVP07294,2400,KG,Minas
ABC080459,2023-06-14,FAE39928,IVP07294,2400,KG,Minas
ABC080455,2023-06-14,1C110892,IVP07099,90,PZA,Aceros
ABC080461,2023-06-14,FAE39928,IVP07294,2400,KG,Minas
ABC080462,2023-06-14,68F46D1A,IVP11057,28,L,Aceros
ABC080462,2023-06-14,68F46D1A,IVP11082,57,L,Aceros
ABC080463,2023-06-14,B5687310,IVP11690,1,L,Metal Mecanica
ABC080464,2023-06-14,3AC6C66E,IVP11617,57,L,Metal Mecanica
ABC080465,2023-06-14,B678967B,IVP11182,7,L,Genericos
ABC080466,2023-06-14,75E08B98,IVP11252,28,L,Distribuidor
ABC080460,2023-06-14,FAE39928,IVP07294,2400,KG,Minas
ABC080494,2023-06-15,A760F354,IVP11694,1,PZA,Genericos
ABC080492,2023-06-15,68F46D1A,IVP07207,540,KG,Aceros
ABC080492,2023-06-15,68F46D1A,IVP07448,81,KG,Aceros
ABC080492,2023-06-15,68F46D1A,IVP09076,2970,KG,Aceros
ABC080492,2023-06-15,68F46D1A,IVP07264,1890,KG,Aceros
ABC080493,2023-06-15,B678967B,IVP15237,1,KG,Genericos
ABC080495,2023-06-15,A760F354,IVP04039,4,PZA,Genericos
ABC080500,2023-06-15,DD02E65E,IVP04018,36,PZA,Polimeros
ABC080497,2023-06-15,1C110892,IVP07169,540,KG,Aceros
ABC080497,2023-06-15,1C110892,IVP07169,540,KG,Aceros
ABC080498,2023-06-15,3F73A5EA,IVP04039,1,PZA,Genericos
ABC080492,2023-06-15,68F46D1A,IVP11170,312,L,Aceros
ABC080501,2023-06-15,7F92C6D6,IVP11083,57,L,Minas
ABC080496,2023-06-15,EC5A61DE,IVP14005,187,KG,Automotriz
ABC080492,2023-06-15,68F46D1A,IVP11375,312,L,Aceros
ABC080499,2023-06-15,AD5387D4,IVP10032,300,KG,Metal Mecanica
ABC080491,2023-06-15,B678967B,IVP15243,1,KG,Genericos
ABC080492,2023-06-15,68F46D1A,IVP07094,6480,KG,Aceros
ABC080478,2023-06-15,AA3E259F,IVP08003,3,KG,Ingenios
ABC080478,2023-06-15,AA3E259F,IVP08045,3,PZA,Ingenios
ABC080479,2023-06-15,A760F354,IVP04039,9,PZA,Genericos
ABC080480,2023-06-15,CCAFF847,IVP07165,6,KG,Distribuidor
ABC080483,2023-06-15,74A1EBD4,IVP07157,270,KG,Aceros
